timestamp	script_id	model	status	weighted_avg	category	singular_vision	character_depth	thematic_ambition	emotional_specificity	world_originality	dialogue_language	boldness	label	outcome	error
2026-03-17T08:03:37.875509	Melissa_and_Joey_1x01_-_Pilot	openai	success	4.0	Competent	4	5	3	4	4	4	3	loser	0	
2026-03-17T08:04:01.023941	Memphis_Beat_1x01_-_Pilot	openai	success	1.05	Generic	1	1	1	1	1	1	2	loser	0	
2026-03-17T08:04:56.269112	Men_at_Work_1x01_-_Pilot	openai	success	4.85	Competent	5	5	5	5	4	5	4	loser	0	
2026-03-17T08:05:22.280883	Mercy_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T16:17:55.368079	Merry_Happy_Whatever_1x01_-_December_21_-_Welcome_Matt	openai	success	5.2	Competent	5	6	5	6	4	5	4	loser	0	
2026-03-17T16:19:16.477605	Miami_Medical_1x01_-_Pilot	openai	success	4.75	Competent	4	6	4	5	4	5	6	loser	0	
2026-03-17T18:37:25.493691	Miami_Vice_1x01_-_Pilot	openai	success	7.3	Exceptional	8	7	7	7	8	6	8	winner	1	
2026-03-17T16:20:17.141634	Middleman_1x01_-_Pilot	openai	success	6.6	Promising	8	6	5	6	7	7	7	loser	0	
2026-03-17T08:09:43.000347	Midnight_Texas_1x01_-_Pilot	openai	success	6.5	Promising	6	7	6	7	6	7	7	loser	0	
2026-03-17T08:10:09.927705	Mike_&_Molly_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:11:04.622331	Mind_Games_1x01_-_Pilot	openai	success	7.65	Exceptional	8	8	8	7	7	7	8	loser	0	
2026-03-17T16:21:14.998084	Minority_Report_1x01_-_Pilot	openai	success	6.65	Promising	6	7	7	7	7	6	7	loser	0	
2026-03-17T08:12:50.664668	Miracle_Workers_1x01_-_Pilot	openai	success	7.55	Exceptional	7	7	8	7	9	8	9	loser	0	
2026-03-17T16:22:21.685856	Missing_1x01_-_Pilot	openai	success	6.0	Promising	5	7	6	7	5	6	6	loser	0	
2026-03-17T08:14:18.359393	Mistresses_1x01_-_Pilot	openai	success	6.05	Promising	6	7	6	6	4	6	7	loser	0	
2026-03-17T08:15:01.872431	Mixology_1x01_-_Pilot	openai	success	4.95	Competent	4	6	5	6	4	5	4	loser	0	
2026-03-17T08:15:49.313413	Mob_City_1x01_-_Pilot	openai	success	7.9	Exceptional	8	8	8	8	7	8	8	loser	0	
2026-03-17T18:38:28.426143	Mom_1x01_-_Pilot	openai	success	6.5	Promising	6	7	7	7	5	7	6	winner	1	
2026-03-17T08:16:57.286844	Monday_Mornings_1x01_-_Pilot	openai	success	6.1	Promising	7	6	6	6	5	6	5	loser	0	
2026-03-17T08:17:39.541539	Moonbeam_City_1x01_-_Pilot	openai	success	6.9	Promising	8	6	6	6	8	7	8	loser	0	
2026-03-17T08:17:57.688777	Moonlight_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T18:39:26.418290	Moonlighting_1x01_-_Pilot	openai	success	7.0	Exceptional	8	7	5	7	6	8	8	winner	1	
2026-03-17T16:23:23.947225	Motive_1x01_-_Pilot	openai	success	6.75	Promising	7	7	6	7	6	7	7	loser	0	
2026-03-17T08:19:52.077705	Mozart_in_the_Jungle_1x01_-_Pilot	openai	success	7.75	Exceptional	8	8	7	8	8	7	8	loser	0	
2026-03-17T08:20:36.328648	Mr._Mercedes_1x01_-_Pilot	openai	success	7.4	Exceptional	7	8	7	8	7	7	8	loser	0	
2026-03-17T08:21:24.551026	Mr._Sunshine_1x01_-_Pilot	openai	success	4.65	Competent	4	5	4	5	6	5	4	loser	0	
2026-03-17T08:22:05.915370	Mr_Robinson_1x01_-_Pilot	openai	success	5.45	Competent	5	6	5	6	5	6	5	loser	0	
2026-03-17T08:22:49.352135	Mr_Robot_1x01_-_Pilot	openai	success	8.8	Transcendent	9	9	9	9	8	8	9	loser	0	
2026-03-17T08:23:38.623233	Mulaney_1x01_-_Pilot	openai	success	5.0	Competent	6	5	4	5	4	6	3	loser	0	
2026-03-17T08:24:19.977385	Murder_In_The_1st_1x01_-_Pilot	openai	success	5.65	Promising	5	6	6	6	6	5	6	loser	0	
2026-03-17T08:25:06.676629	My_Generation_1x01_-_Pilot	openai	success	6.3	Promising	6	7	7	6	6	5	7	loser	0	
2026-03-17T08:25:26.742642	My_Own_Worst_Enemy_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:26:02.480385	Mystery_Girls_1x01_-_Pilot	openai	success	5.05	Competent	5	5	5	5	5	6	4	loser	0	
2026-03-17T08:26:41.789429	NETFLIX - The OA 1x01 (Pilot AKA Homecoming)	openai	success	7.75	Exceptional	8	8	8	7	8	7	8	loser	0	
2026-03-17T08:27:01.379185	Naked_Hotel_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T16:24:19.955645	Nashville_1x01_-_Pilot	openai	success	5.85	Promising	5	7	6	6	6	6	4	loser	0	
2026-03-17T08:28:18.983696	Necessary_Roughness_1x01_-_Pilot	openai	success	5.4	Competent	5	6	5	5	6	6	5	loser	0	
2026-03-17T08:28:58.834613	New_Girl_1x01_-_Pilot	openai	success	7.0	Exceptional	8	7	6	7	6	7	7	loser	0	
2026-03-17T08:29:42.258598	New_VIPs_1x01_-_Pilot	openai	success	5.7	Promising	7	5	5	4	6	6	8	loser	0	
2026-03-17T18:40:21.536097	Newhart_1x01_-_Pilot	openai	success	5.45	Competent	6	5	5	6	5	6	4	winner	1	
2026-03-17T08:30:34.053712	Nightflyers_1x01_-_Pilot	openai	success	5.7	Promising	5	6	6	6	6	5	7	loser	0	
2026-03-17T08:31:12.971760	Nikita_1x01_-_Pilot	openai	success	5.55	Promising	5	6	6	6	5	5	6	loser	0	
2026-03-17T08:31:51.137645	Nine_Lives_of_Chloe_King_1x01_-_Pilot	openai	success	4.45	Competent	4	5	4	5	4	5	4	loser	0	
2026-03-17T08:32:29.745902	No_Activity_1x01_-_Pilot	openai	success	7.1	Exceptional	7	8	6	7	7	7	8	loser	0	
2026-03-17T08:33:06.921489	No_Ordinary_Family_1x01_-_Pilot	openai	success	5.85	Promising	6	6	6	6	6	5	5	loser	0	
2026-03-17T16:25:17.802181	No_Tomorrow_1x01_-_Pilot	openai	success	6.8	Promising	7	7	6	7	6	7	8	loser	0	
2026-03-17T16:26:20.839968	Nobodies_1x01_-_Pilot	openai	success	6.2	Promising	7	7	5	6	5	7	4	loser	0	
2026-03-17T08:35:12.178298	Notorious_1x01_-_Pilot	openai	success	5.8	Promising	5	7	6	6	5	6	5	loser	0	
2026-03-17T08:35:59.557336	Oasis_1x01_-_Pilot	openai	success	7.55	Exceptional	7	8	8	8	7	7	8	loser	0	
2026-03-17T08:36:21.094142	October_Road_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:37:16.352468	Odyssey_1x01_-_Pilot	openai	success	5.65	Promising	5	6	6	6	6	5	6	loser	0	
2026-03-17T16:27:32.915197	Of_Kings_And_Prophets_1x01_-_Pilot	openai	success	6.05	Promising	5	7	7	6	6	5	7	loser	0	
2026-03-17T08:39:01.625668	Off_The_Map_1x01_-_Pilot	openai	success	6.2	Promising	6	7	6	6	6	6	6	loser	0	
2026-03-17T08:39:48.564470	Oldyweds_1x01_-_Pilot	openai	success	5.25	Competent	5	6	5	5	5	6	4	loser	0	
2026-03-17T08:40:42.203362	Olympus_1x01_-_Pilot	openai	success	5.5	Competent	5	6	6	5	5	6	6	loser	0	
2026-03-17T08:41:29.227831	On_Becoming_A_God_In_Central_Florida_1x01_-_Pilot	openai	success	8.0	Exceptional	8	8	8	8	8	8	8	loser	0	
2026-03-17T08:42:08.958151	On_My_Block_1x01_-_Pilot	openai	success	7.85	Exceptional	8	8	7	8	8	8	8	loser	0	
2026-03-17T08:42:52.638171	Once-Upon-A-Time-1x01-Pilot	openai	success	5.95	Promising	5	6	6	6	8	6	6	loser	0	
2026-03-17T08:43:41.303318	One_Big_Happy_1x01_-_Pilot	openai	success	5.05	Competent	4	5	6	5	6	5	6	loser	0	
2026-03-17T08:44:18.810030	One_Mississippi_1x01_-_Pilot	openai	success	7.6	Exceptional	8	8	7	8	6	8	7	loser	0	
2026-03-17T08:44:35.771039	One_Tree_Hill_1x01_-_Pilot	openai	success	1.05	Generic	1	1	1	1	1	1	2	loser	0	
2026-03-17T08:45:07.890737	Onion_News_Empire_1x01_-_Pilot	openai	success	7.35	Exceptional	8	7	7	6	8	8	8	loser	0	
2026-03-17T16:28:34.242144	Orville_1x01_-_Pilot	openai	success	5.25	Competent	5	6	5	5	5	5	6	loser	0	
2026-03-17T08:46:00.492464	Other_Space_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:46:41.406593	Outcast_1x01_-_Pilot	openai	success	6.85	Promising	7	7	7	7	6	6	8	loser	0	
2026-03-17T16:29:39.591538	Outlaw_1x01_-_Pilot	openai	success	6.05	Promising	5	7	7	6	5	6	7	loser	0	
2026-03-17T08:48:04.623885	Outsourced_1x01_-_Pilot	openai	success	5.2	Competent	4	6	5	6	6	5	5	loser	0	
2026-03-17T16:30:54.753604	Pan_Am_1x01_-_Pilot	openai	success	4.85	Competent	4	5	5	5	6	5	5	loser	0	
2026-03-17T08:49:38.033061	Paradise_Pd_1x01_-_Pilot	openai	success	4.45	Competent	5	4	3	3	6	5	8	loser	0	
2026-03-17T08:50:19.364916	Partners_1x01_-_Pilot	openai	success	5.45	Competent	6	6	5	5	5	6	3	loser	0	
2026-03-17T08:51:02.170264	Party_of_Five_1x01_-_Pilot	openai	success	5.35	Competent	5	6	5	6	5	5	5	loser	0	
2026-03-17T08:51:22.053977	Past_Life_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:52:11.085931	Patito_Feo_1x01_-_Pilot	openai	success	6.6	Promising	7	7	6	7	5	7	6	loser	0	
2026-03-17T08:53:02.494214	Pen15_1x01_-_First_Day	openai	success	8.15	Exceptional	9	8	8	8	7	8	8	loser	0	
2026-03-17T08:53:22.350379	Pennyworth_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T08:54:11.067094	People_Are_Talking_1x01_-_Pilot	openai	success	5.95	Promising	5	6	7	6	5	7	7	loser	0	
2026-03-17T08:54:44.614811	People_Of_Earth_1x01_-_Pilot	openai	success	7.5	Exceptional	8	7	7	7	8	8	8	loser	0	
2026-03-17T08:55:53.871107	Perception_1x01_-_Pilot	openai	success	6.7	Promising	7	7	7	6	6	7	6	loser	0	
2026-03-17T08:56:47.674757	Perfect_Couples_1x01_-_Pilot	openai	success	4.35	Competent	4	5	4	6	3	4	3	loser	0	
2026-03-17T08:57:44.651295	Perfect_Harmony_1x01_-_Hallelujah	openai	success	6.65	Promising	7	7	6	7	6	7	5	loser	0	
2026-03-17T08:58:40.935747	Peripheral_1x01_-_Pilot	openai	success	7.1	Exceptional	7	7	7	7	8	7	7	loser	0	
2026-03-17T08:59:05.985971	Perry_Mason_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T09:00:07.843894	Person_of_Interest_1x01_-_Pilot	openai	success	7.7	Exceptional	8	8	8	7	8	7	7	loser	0	
2026-03-17T09:01:08.351415	Petals_On_The_Wind_1x01_-_Pilot	openai	success	4.35	Competent	4	5	4	5	4	3	6	loser	0	
2026-03-17T09:02:18.228617	Pitch_1x01_-_Pilot	openai	success	7.25	Exceptional	7	8	7	7	7	7	8	loser	0	
2026-03-17T09:03:17.524549	Playing_House_1x01_-_Pilot	openai	success	7.0	Exceptional	8	7	6	7	6	7	7	loser	0	
2026-03-17T09:04:16.316700	Political_Animals_1x01_-_Pilot	openai	success	6.35	Promising	6	7	7	6	5	7	6	loser	0	
2026-03-17T09:05:12.318854	Powerless_1x01_-_Pilot	openai	success	6.6	Promising	7	6	7	7	7	6	5	loser	0	
2026-03-17T16:32:01.888021	Powers_1x01_-_Pilot	openai	success	7.0	Exceptional	7	7	7	7	7	7	7	loser	0	
2026-03-17T09:07:00.757897	Preacher_1x01_-_Pilot	openai	success	7.6	Exceptional	8	7	7	8	8	7	9	loser	0	
2026-03-17T09:07:43.161029	Pretty_Little_Liars_-_The_Perfectionists_1x01_-_Pilot	openai	success	4.65	Competent	4	5	5	5	5	4	5	loser	0	
2026-03-17T16:33:15.040830	Prime_Suspect_1x01_-_Pilot	openai	success	6.6	Promising	7	7	6	7	5	7	6	loser	0	
2026-03-17T16:34:23.661408	Prison_Break_2016_1x01_-_Pilot	openai	success	6.25	Promising	6	7	6	7	5	6	6	winner	1	
2026-03-17T09:10:16.757987	Prodigal_Son_1x01_-_Pilot	openai	success	5.9	Promising	5	7	6	6	5	6	7	loser	0	
2026-03-17T09:10:57.515871	Project_Blue_Book_1x01_-_Pilot	openai	success	6.25	Promising	6	6	7	6	7	6	6	loser	0	
2026-03-17T09:11:47.999414	Proof_1x01_-_Pilot	openai	success	6.6	Promising	6	7	7	7	7	6	6	loser	0	
2026-03-17T09:12:32.542970	Proven_Innocent_1x01_-_Pilot	openai	success	5.5	Promising	5	6	6	6	5	5	5	loser	0	
2026-03-17T09:13:19.420345	Public_Morals_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	7	6	8	6	loser	0	
2026-03-17T09:14:10.775289	Pure_Genius_1x01_-_Pilot	openai	success	5.85	Promising	6	6	6	6	6	5	5	loser	0	
2026-03-17T09:14:34.518907	Quantico_1x01_-_Pilot	openai	success	5.85	Promising	5	6	6	6	7	6	6	loser	0	
2026-03-17T09:14:57.755058	Queen_America_1x01_-_Pilot	openai	success	7.6	Exceptional	8	8	7	8	7	7	7	loser	0	
2026-03-17T16:35:34.219143	Queen_Of_The_South_1x01_-_Pilot	openai	success	7.75	Exceptional	8	8	7	8	7	8	8	loser	0	
2026-03-17T09:16:16.399849	Queen_Sugar_1x01_-_Pilot	openai	success	7.8	Exceptional	8	8	8	8	7	7	8	loser	0	
2026-03-17T09:16:29.886766	Raising_Dion_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T16:36:37.585449	Rake_1x01_-_Pilot	openai	success	6.85	Promising	7	7	6	6	8	7	8	loser	0	
2026-03-17T09:17:40.383185	Ramy_1x01_-_Pilot	openai	success	7.95	Exceptional	8	8	8	8	8	7	9	loser	0	
2026-03-17T09:18:11.269081	Ransom_1x01_-_Pilot	openai	success	5.35	Competent	5	6	5	6	5	5	5	loser	0	
2026-03-17T09:18:45.496189	Ray_Donovan_1x01_-_Pilot	openai	success	7.25	Exceptional	7	8	7	7	7	7	8	loser	0	
2026-03-17T09:19:00.804399	Reaper_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T09:19:41.203232	Rebel_1x01_-_Pilot	openai	success	6.4	Promising	6	7	7	7	5	6	6	loser	0	
2026-03-17T09:20:19.457312	Reckless_1x01_-_Pilot	openai	success	5.4	Competent	5	6	5	5	6	6	5	loser	0	
2026-03-17T09:20:58.996166	Recovery_Road_1x01_-_Pilot	openai	success	5.5	Competent	5	6	5	6	6	6	4	loser	0	
2026-03-17T09:21:40.794399	Rectify_1x01_-_Pilot_1x01	openai	success	7.65	Exceptional	8	8	8	8	6	7	7	loser	0	
2026-03-17T09:22:28.326824	Red_Band_Society_1x01_-_Pilot	openai	success	5.5	Competent	5	6	5	6	5	6	6	loser	0	
2026-03-17T09:23:08.875332	Red_Line_1x01_-_Pilot	openai	success	7.55	Exceptional	7	8	8	8	7	7	8	loser	0	
2026-03-17T09:24:01.208074	Red_Oaks_1x01_-_Pilot	openai	success	6.3	Promising	6	7	6	7	6	6	5	loser	0	
2026-03-17T09:24:39.607593	Red_Widow_1x01_Pilot	openai	success	6.5	Promising	6	7	7	7	6	5	8	loser	0	
2026-03-17T09:25:17.756029	Reign_1x01_-_Pilot	openai	success	4.7	Competent	4	5	5	5	5	5	4	loser	0	
2026-03-17T09:26:04.190865	Rel_1x01_-_Pilot	openai	success	6.5	Promising	7	7	6	6	6	7	5	loser	0	
2026-03-17T16:37:54.410862	Reprisal_1x01_-_Pilot	openai	success	0	Generic								loser	0	
2026-03-17T09:27:22.816676	Resident_Advisors_1x01_-_Pilot	openai	success	5.35	Competent	5	6	5	5	6	6	4	loser	0	
2026-03-17T09:28:10.042126	Resurrection_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	8	6	6	7	loser	0	
2026-03-17T09:28:25.503843	Retired_at_35_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T16:39:15.833545	Revolution_1x01_-_Pilot	openai	success	0	Generic								loser	0	
2026-03-17T09:29:40.888448	Ringer_1x01_-_Pilot	openai	success	5.1	Competent	5	6	5	5	4	5	5	loser	0	
2026-03-17T09:30:12.908083	Rise_1x01_-_Pilot	openai	success	5.75	Promising	5	7	6	6	5	5	6	loser	0	
2026-03-17T09:30:42.011284	Rita_Rocks_1x01_-_Pilot	openai	success	5.05	Competent	4	6	5	6	5	5	4	loser	0	
2026-03-17T09:31:18.439216	Roadies_1x01_-_Pilot	openai	success	7.3	Exceptional	8	7	7	7	8	7	6	loser	0	
2026-03-17T09:31:49.659049	Rob_1x01_-_Pilot	openai	success	3.85	Generic	3	4	4	5	4	4	3	loser	0	
2026-03-17T18:41:18.711038	Rockford_Files_1x01_-_Pilot	openai	success	6.65	Promising	7	7	6	7	6	7	5	winner	1	
2026-03-17T09:32:35.819125	Rocky_Horror_Picture_Show_1x01_-_Pilot	openai	success	8.7	Transcendent	9	8	8	9	9	9	10	loser	0	
2026-03-17T09:33:15.802990	Rogue_1x01_-_Pilot	openai	success	6.15	Promising	5	7	6	7	6	6	7	loser	0	
2026-03-17T09:33:46.538595	Romantically_Challenged_1x01_-_Pilot	openai	success	5.5	Promising	6	6	5	6	3	6	5	loser	0	
2026-03-17T09:34:19.408167	Roommates_1x01_-_Pilot	openai	success	4.1	Competent	4	4	3	5	4	5	4	loser	0	
2026-03-17T09:34:55.661572	Rosewood_1x01_-_Pilot	openai	success	5.75	Promising	6	6	5	6	6	6	4	loser	0	
2026-03-17T09:35:31.605303	Roswell_New_Mexico_1x01_-_Pilot	openai	success	5.05	Competent	5	6	5	5	4	5	4	loser	0	
2026-03-17T09:36:01.157923	Royal_Pains_1x01_-_Pilot	openai	success	4.6	Competent	4	5	4	5	6	5	3	loser	0	
2026-03-17T09:36:30.726733	Running_Wilde_1x01_-_Pilot	openai	success	6.15	Promising	7	6	6	6	5	6	6	loser	0	
2026-03-17T16:40:26.380507	Rush_1x01_-_Pilot	openai	success	7.4	Exceptional	8	8	6	7	8	7	7	loser	0	
2026-03-17T09:37:38.035624	Rush_Hour_1x01_-_Pilot	openai	success	4.45	Competent	4	5	4	5	4	5	4	loser	0	
2026-03-17T09:38:12.104372	Russian_Doll_1x01_-_Pilot	openai	success	8.05	Exceptional	8	8	8	8	8	8	9	loser	0	
2026-03-17T09:38:45.756552	S.W.A.T._1x01_-_Pilot	openai	success	5.6	Promising	5	6	6	6	5	6	5	loser	0	
2026-03-17T16:41:27.761804	SMILF_1x01_-_Pilot	openai	success	7.55	Exceptional	8	8	7	8	6	7	8	loser	0	
2026-03-17T09:39:54.728521	STRANGER-THINGS-1x01-The-Vanishing-of-Will-Byers-2ND-PINK	openai	success	7.45	Exceptional	8	7	7	8	7	7	8	winner	1	
2026-03-17T16:42:18.801927	Safe_1x01_-_Pilot	openai	success	6.2	Promising	6	7	6	7	5	6	5	loser	0	
2026-03-17T09:40:56.572105	Salem_1x01_-_Pilot	openai	success	6.7	Promising	6	7	7	7	7	6	8	loser	0	
2026-03-17T09:41:30.529624	Salem_Rogers_1x01_-_Pilot	openai	success	6.55	Promising	7	6	6	7	6	7	7	loser	0	
2026-03-17T16:43:21.207311	Salvation_1x01_-_Pilot	openai	success	3.9	Generic	3	5	4	4	4	4	3	loser	0	
2026-03-17T09:42:42.516769	Samantha_Who_1x01_-_Pilot	openai	success	6.05	Promising	6	7	6	6	5	6	5	loser	0	
2026-03-17T09:43:18.789516	Santa_Clarita_Diet_1x01_-_Pilot	openai	success	6.8	Promising	7	6	6	7	8	7	8	loser	0	
2026-03-17T09:43:56.629391	Satisfaction_1x01_-_Pilot	openai	success	6.25	Promising	6	6	7	7	5	6	7	loser	0	
2026-03-17T18:42:15.323225	Schitts-Creek_pilot	openai	success	6.55	Promising	7	7	6	6	7	6	6	winner	1	
2026-03-17T09:44:45.608360	Schooled_1x01_-_Pilot	openai	success	4.75	Competent	5	5	4	5	5	5	3	loser	0	
2026-03-17T09:45:23.967791	Scorpion_1x01_-_Pilot	openai	success	5.3	Competent	5	6	5	6	5	5	4	loser	0	
2026-03-17T16:44:22.824888	Scream_1x01_-_Pilot	openai	success	5.7	Promising	5	6	6	6	6	5	7	loser	0	
2026-03-17T09:46:39.441619	Screenplay-Shield-Pilot	openai	success	8.65	Transcendent	9	9	9	8	8	8	9	loser	0	
2026-03-17T16:45:13.940317	Sea_Change_1x01_-_Pilot	openai	success	5.05	Competent	4	6	5	5	6	5	5	loser	0	
2026-03-17T09:47:57.196093	Seal_Team_1x01_-_Pilot	openai	success	5.0	Competent	4	6	5	5	5	6	4	loser	0	
2026-03-17T09:48:38.978656	Sean_Saves_The_World_1x01_-_Pilot	openai	success	5.35	Competent	6	5	4	7	4	6	4	loser	0	
2026-03-17T09:49:12.153619	Search_Party_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	7	6	7	8	loser	0	
2026-03-17T09:49:50.868321	Secret_Agent_Man_1x01_-_Pilot_(1999)	openai	success	4.25	Competent	4	5	3	4	5	5	4	loser	0	
2026-03-17T09:50:30.289411	Secret_Circle_1x01_-_Pilot	openai	success	4.35	Competent	4	4	4	5	5	5	4	loser	0	
2026-03-17T09:51:27.357378	Secret_Life_of_the_American_Teenager_1x01_-_Pilot	openai	success	4.85	Competent	4	6	5	5	4	5	5	loser	0	
2026-03-17T14:44:12.557946	See_1x01_-_Godflame	openai	success	1.0	Generic	1	1	1	1	1	1	1			
2026-03-17T09:52:04.190842	Selfie_1x01_-_Pilot	openai	success	6.85	Promising	7	7	7	7	6	7	6	loser	0	
2026-03-17T09:52:47.752253	Servant_1x01_-_Reborn	openai	success	7.65	Exceptional	8	8	7	8	7	7	8	loser	0	
2026-03-17T09:53:28.980944	Sex_&_Drugs_&_Rock_&_Roll_1x01_-_Pilot	openai	success	6.45	Promising	7	7	6	6	5	7	6	loser	0	
2026-03-17T09:54:13.212024	Shades_Of_Blue_1x01_-_Pilot	openai	success	5.65	Promising	5	7	6	6	4	5	6	loser	0	
2026-03-17T09:54:57.355468	Shadowhunters_1x01_-_Pilot	openai	success	4.35	Competent	4	4	4	5	5	5	4	loser	0	
2026-03-17T16:46:09.098618	Shameless_1x01_-_Pilot	openai	success	8.0	Exceptional	8	8	8	8	8	8	8	winner	1	
2026-03-17T09:56:19.643627	Shark_1x01_-_Pilot	openai	success	4.1	Competent	3	5	5	4	5	3	4	loser	0	
2026-03-17T09:57:08.429618	Sherlock_1x01_-_A_Study_in_Scarlet	openai	success	8.25	Exceptional	9	8	7	8	8	9	9	loser	0	
2026-03-17T09:57:49.532853	Shit_My_Dad_Says_1x01_-_Pilot	openai	success	5.0	Competent	5	5	4	6	4	6	5	loser	0	
2026-03-17T09:58:28.855747	Shooter_1x01_-_Pilot	openai	success	5.55	Promising	6	6	5	5	5	6	5	loser	0	
2026-03-17T09:59:11.554859	Shots_Fired_1x01_-_Pilot	openai	success	7.3	Exceptional	7	8	8	7	6	7	8	loser	0	
2026-03-17T10:00:00.841071	Shut_Eye_1x01_-_Pilot	openai	success	7.3	Exceptional	7	8	7	7	8	7	7	loser	0	
2026-03-17T16:47:06.439567	Sideswiped_1x01_-_Pilot	openai	success	6.2	Promising	7	6	5	6	6	7	6	loser	0	
2026-03-17T10:01:44.814010	Signed,_Sealed,_Delivered_1x01_-_Pilot	openai	success	4.9	Competent	4	5	5	5	7	5	4	loser	0	
2026-03-17T10:02:34.734630	Sin_City_Saints_1x01_-_Pilot	openai	success	5.45	Competent	5	6	5	5	6	6	6	loser	0	
2026-03-17T16:48:05.139559	Single_Ladies_1x01_-_Pilot	openai	success	5.0	Competent	5	5	4	5	6	6	4	loser	0	
2026-03-17T10:04:07.262748	Single_Parents_1x01_-_Pilot	openai	success	4.9	Competent	4	6	5	6	4	5	3	loser	0	
2026-03-17T16:48:58.181657	Siren_1x01_-_Pilot	openai	success	5.7	Promising	5	6	6	6	6	5	7	loser	0	
2026-03-17T16:49:46.776993	Sirens_1x01_-_Pilot	openai	success	6.1	Promising	6	6	5	7	6	7	6	loser	0	
2026-03-17T10:06:53.353764	Sit_Down,_Shut_Up_1x01_-_Pilot	openai	success	6.95	Promising	8	6	6	7	7	7	8	loser	0	
2026-03-17T10:07:12.604000	Skin_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T10:07:33.191767	Smith_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T10:08:18.501122	Sneaky_Pete_1x01_-_Pilot	openai	success	7.15	Exceptional	7	8	7	7	7	7	6	loser	0	
2026-03-17T10:09:04.744667	Somewhere_Between_1x01_-_Pilot	openai	success	6.85	Promising	7	7	7	7	6	7	6	loser	0	
2026-03-17T10:09:52.556874	Sons_Of_Tucson_1x01_-_Pilot	openai	success	5.4	Competent	5	6	5	6	5	6	4	loser	0	
2026-03-17T10:10:44.863435	Sons_of_Anarchy_1x01_-_Pilot	openai	success	7.9	Exceptional	8	8	8	8	8	7	8	winner	1	
2026-03-17T10:11:36.500975	Sorry_for_Your_Loss_1x01_-_Pilot	openai	success	7.9	Exceptional	8	8	8	8	7	8	8	loser	0	
2026-03-17T16:50:41.381080	Soundtrack_1x01_-_Sam_and_Nellie	openai	success	6.7	Promising	7	7	6	7	6	7	6	loser	0	
2026-03-17T10:12:58.378829	South_Of_Hell_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T16:51:36.426243	South_Side_1x01_-_Pilot	openai	success	7.4	Exceptional	8	7	7	7	8	8	6	loser	0	
2026-03-17T10:14:57.331372	Speechless_1x01_-_Pilot	openai	success	7.15	Exceptional	8	7	7	7	6	7	7	loser	0	
2026-03-17T10:15:34.788377	Spin_City_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T10:16:38.240414	Splitting_Up_Together_1x01_-_Pilot	openai	success	6.05	Promising	6	6	6	6	7	6	5	loser	0	
2026-03-17T10:17:36.060724	Stalker_1x01_-_Pilot	openai	success	5.15	Competent	5	5	5	5	6	5	6	loser	0	
2026-03-17T10:18:37.680619	Stalkers_1x01_-_Pilot	openai	success	5.85	Promising	5	7	7	6	5	5	5	loser	0	
2026-03-17T10:19:45.675090	Star_1x01_-_Pilot	openai	success	7.85	Exceptional	8	8	8	8	7	7	9	loser	0	
2026-03-17T10:20:38.270667	Star_Crossed_1x01_-_Pilot	openai	success	5.1	Competent	4	6	5	6	5	5	5	loser	0	
2026-03-17T10:21:50.193963	State_Of_Affairs_1x01_-_Pilot	openai	success	5.1	Competent	4	6	5	5	5	6	6	loser	0	
2026-03-17T10:22:41.189456	State_Of_Georgia_1x01_-_Pilot	openai	success	6.45	Promising	7	7	6	6	5	7	6	loser	0	
